2018-12-14 15:55:00,204 | INFO     | Loaded hyper-parameter configuration from file: hparams/default.json | 49:train_model
2018-12-14 15:55:16,242 | INFO     | [Step 170] loss: 0.5692, accuracy: 81.25% | 213:train
2018-12-14 15:55:16,985 | INFO     | [Step 180] loss: 0.1865, accuracy: 87.50% | 213:train
2018-12-14 15:55:17,622 | INFO     | End of epoch 3. | 215:train
2018-12-14 15:55:17,786 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-189 | 219:train
2018-12-14 15:55:17,864 | INFO     | [Step 190] loss: 0.0784, accuracy: 100.00% | 213:train
2018-12-14 15:55:18,580 | INFO     | [Step 200] loss: 0.1100, accuracy: 93.75% | 213:train
2018-12-14 15:55:19,355 | INFO     | [Step 210] loss: 0.2098, accuracy: 93.75% | 213:train
2018-12-14 15:55:20,094 | INFO     | [Step 220] loss: 0.0194, accuracy: 100.00% | 213:train
2018-12-14 15:55:20,901 | INFO     | [Step 230] loss: 0.1647, accuracy: 93.75% | 213:train
2018-12-14 15:55:21,640 | INFO     | [Step 240] loss: 0.0632, accuracy: 100.00% | 213:train
2018-12-14 15:55:22,372 | INFO     | [Step 250] loss: 0.0110, accuracy: 100.00% | 213:train
2018-12-14 15:55:22,502 | INFO     | End of epoch 4. | 215:train
2018-12-14 15:55:22,667 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-252 | 219:train
2018-12-14 15:55:23,263 | INFO     | [Step 260] loss: 0.0106, accuracy: 100.00% | 213:train
2018-12-14 15:55:24,028 | INFO     | [Step 270] loss: 0.0330, accuracy: 100.00% | 213:train
2018-12-14 15:55:24,738 | INFO     | [Step 280] loss: 0.0301, accuracy: 100.00% | 213:train
2018-12-14 15:55:25,482 | INFO     | [Step 290] loss: 0.0001, accuracy: 100.00% | 213:train
2018-12-14 15:55:26,232 | INFO     | [Step 300] loss: 0.0017, accuracy: 100.00% | 213:train
2018-12-14 15:55:26,973 | INFO     | [Step 310] loss: 0.0006, accuracy: 100.00% | 213:train
2018-12-14 15:55:27,319 | INFO     | End of epoch 5. | 215:train
2018-12-14 15:55:27,559 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-315 | 219:train
2018-12-14 15:55:27,923 | INFO     | [Step 320] loss: 0.0143, accuracy: 100.00% | 213:train
2018-12-14 15:55:28,763 | INFO     | [Step 330] loss: 0.0004, accuracy: 100.00% | 213:train
2018-12-14 15:55:29,491 | INFO     | [Step 340] loss: 0.0058, accuracy: 100.00% | 213:train
2018-12-14 15:55:30,198 | INFO     | [Step 350] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:30,967 | INFO     | [Step 360] loss: 0.0023, accuracy: 100.00% | 213:train
2018-12-14 15:55:31,707 | INFO     | [Step 370] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:32,276 | INFO     | End of epoch 6. | 215:train
2018-12-14 15:55:32,453 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-378 | 219:train
2018-12-14 15:55:32,599 | INFO     | [Step 380] loss: 0.0003, accuracy: 100.00% | 213:train
2018-12-14 15:55:33,320 | INFO     | [Step 390] loss: 0.0001, accuracy: 100.00% | 213:train
2018-12-14 15:55:34,090 | INFO     | [Step 400] loss: 0.0006, accuracy: 100.00% | 213:train
2018-12-14 15:55:34,788 | INFO     | [Step 410] loss: 0.0003, accuracy: 100.00% | 213:train
2018-12-14 15:55:35,537 | INFO     | [Step 420] loss: 0.0000, accuracy: 100.00% | 213:train
2018-12-14 15:55:36,270 | INFO     | [Step 430] loss: 0.0003, accuracy: 100.00% | 213:train
2018-12-14 15:55:36,989 | INFO     | [Step 440] loss: 0.0006, accuracy: 100.00% | 213:train
2018-12-14 15:55:37,050 | INFO     | End of epoch 7. | 215:train
2018-12-14 15:55:37,217 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-441 | 219:train
2018-12-14 15:55:37,866 | INFO     | [Step 450] loss: 0.0001, accuracy: 100.00% | 213:train
2018-12-14 15:55:38,636 | INFO     | [Step 460] loss: 0.0000, accuracy: 100.00% | 213:train
2018-12-14 15:55:39,348 | INFO     | [Step 470] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:40,081 | INFO     | [Step 480] loss: 0.0001, accuracy: 100.00% | 213:train
2018-12-14 15:55:40,840 | INFO     | [Step 490] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:41,588 | INFO     | [Step 500] loss: 0.0007, accuracy: 100.00% | 213:train
2018-12-14 15:55:41,861 | INFO     | End of epoch 8. | 215:train
2018-12-14 15:55:42,031 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-504 | 219:train
2018-12-14 15:55:42,470 | INFO     | [Step 510] loss: 0.0003, accuracy: 100.00% | 213:train
2018-12-14 15:55:43,250 | INFO     | [Step 520] loss: 0.0004, accuracy: 100.00% | 213:train
2018-12-14 15:55:43,966 | INFO     | [Step 530] loss: 0.0001, accuracy: 100.00% | 213:train
2018-12-14 15:55:44,676 | INFO     | [Step 540] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:45,432 | INFO     | [Step 550] loss: 0.0002, accuracy: 100.00% | 213:train
2018-12-14 15:55:46,182 | INFO     | [Step 560] loss: 0.0005, accuracy: 100.00% | 213:train
2018-12-14 15:55:46,671 | INFO     | End of epoch 9. | 215:train
2018-12-14 15:55:46,844 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-567 | 219:train
