2018-12-14 15:00:07,156 | INFO     | Loaded hyper-parameter configuration from file: hparams/default.json | 49:train_model
2018-12-14 15:00:20,819 | INFO     | [Step 140] loss: 0.1251, accuracy: 100.00% | 211:train
2018-12-14 15:00:21,587 | INFO     | [Step 150] loss: 0.1449, accuracy: 93.75% | 211:train
2018-12-14 15:00:22,283 | INFO     | [Step 160] loss: 0.0330, accuracy: 100.00% | 211:train
2018-12-14 15:00:23,037 | INFO     | [Step 170] loss: 0.4349, accuracy: 81.25% | 211:train
2018-12-14 15:00:23,778 | INFO     | [Step 180] loss: 0.0686, accuracy: 100.00% | 211:train
2018-12-14 15:00:24,423 | INFO     | End of epoch 3. | 213:train
2018-12-14 15:00:24,582 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-189 | 217:train
2018-12-14 15:00:24,655 | INFO     | [Step 190] loss: 0.1452, accuracy: 93.75% | 211:train
2018-12-14 15:00:25,393 | INFO     | [Step 200] loss: 0.1782, accuracy: 93.75% | 211:train
2018-12-14 15:00:26,169 | INFO     | [Step 210] loss: 0.1681, accuracy: 93.75% | 211:train
2018-12-14 15:00:26,878 | INFO     | [Step 220] loss: 0.0153, accuracy: 100.00% | 211:train
2018-12-14 15:00:27,647 | INFO     | [Step 230] loss: 0.0358, accuracy: 100.00% | 211:train
2018-12-14 15:00:28,373 | INFO     | [Step 240] loss: 0.0170, accuracy: 100.00% | 211:train
2018-12-14 15:00:29,210 | INFO     | [Step 250] loss: 0.0163, accuracy: 100.00% | 211:train
2018-12-14 15:00:29,369 | INFO     | End of epoch 4. | 213:train
2018-12-14 15:00:29,528 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-252 | 217:train
2018-12-14 15:00:30,108 | INFO     | [Step 260] loss: 0.0099, accuracy: 100.00% | 211:train
2018-12-14 15:00:30,868 | INFO     | [Step 270] loss: 0.0034, accuracy: 100.00% | 211:train
2018-12-14 15:00:31,567 | INFO     | [Step 280] loss: 0.0072, accuracy: 100.00% | 211:train
2018-12-14 15:00:32,294 | INFO     | [Step 290] loss: 0.0018, accuracy: 100.00% | 211:train
2018-12-14 15:00:33,055 | INFO     | [Step 300] loss: 0.0008, accuracy: 100.00% | 211:train
2018-12-14 15:00:33,802 | INFO     | [Step 310] loss: 0.0042, accuracy: 100.00% | 211:train
2018-12-14 15:00:34,147 | INFO     | End of epoch 5. | 213:train
2018-12-14 15:00:34,384 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-315 | 217:train
2018-12-14 15:00:34,753 | INFO     | [Step 320] loss: 0.0638, accuracy: 93.75% | 211:train
2018-12-14 15:00:35,567 | INFO     | [Step 330] loss: 0.0125, accuracy: 100.00% | 211:train
2018-12-14 15:00:36,272 | INFO     | [Step 340] loss: 0.0032, accuracy: 100.00% | 211:train
2018-12-14 15:00:37,015 | INFO     | [Step 350] loss: 0.0049, accuracy: 100.00% | 211:train
2018-12-14 15:00:37,815 | INFO     | [Step 360] loss: 0.0012, accuracy: 100.00% | 211:train
2018-12-14 15:00:38,560 | INFO     | [Step 370] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:39,188 | INFO     | End of epoch 6. | 213:train
2018-12-14 15:00:39,354 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-378 | 217:train
2018-12-14 15:00:39,501 | INFO     | [Step 380] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:40,304 | INFO     | [Step 390] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:41,223 | INFO     | [Step 400] loss: 0.0006, accuracy: 100.00% | 211:train
2018-12-14 15:00:41,998 | INFO     | [Step 410] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:42,769 | INFO     | [Step 420] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:43,498 | INFO     | [Step 430] loss: 0.0002, accuracy: 100.00% | 211:train
2018-12-14 15:00:44,237 | INFO     | [Step 440] loss: 0.0003, accuracy: 100.00% | 211:train
2018-12-14 15:00:44,297 | INFO     | End of epoch 7. | 213:train
2018-12-14 15:00:44,462 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-441 | 217:train
2018-12-14 15:00:45,121 | INFO     | [Step 450] loss: 0.0003, accuracy: 100.00% | 211:train
2018-12-14 15:00:45,905 | INFO     | [Step 460] loss: 0.0000, accuracy: 100.00% | 211:train
2018-12-14 15:00:46,603 | INFO     | [Step 470] loss: 0.0002, accuracy: 100.00% | 211:train
2018-12-14 15:00:47,333 | INFO     | [Step 480] loss: 0.0001, accuracy: 100.00% | 211:train
2018-12-14 15:00:48,137 | INFO     | [Step 490] loss: 0.0004, accuracy: 100.00% | 211:train
2018-12-14 15:00:48,943 | INFO     | [Step 500] loss: 0.0005, accuracy: 100.00% | 211:train
2018-12-14 15:00:49,214 | INFO     | End of epoch 8. | 213:train
2018-12-14 15:00:49,380 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-504 | 217:train
2018-12-14 15:00:49,815 | INFO     | [Step 510] loss: 0.0003, accuracy: 100.00% | 211:train
2018-12-14 15:00:50,648 | INFO     | [Step 520] loss: 0.0002, accuracy: 100.00% | 211:train
2018-12-14 15:00:51,420 | INFO     | [Step 530] loss: 0.0004, accuracy: 100.00% | 211:train
2018-12-14 15:00:52,184 | INFO     | [Step 540] loss: 0.0004, accuracy: 100.00% | 211:train
2018-12-14 15:00:52,949 | INFO     | [Step 550] loss: 0.0003, accuracy: 100.00% | 211:train
2018-12-14 15:00:53,697 | INFO     | [Step 560] loss: 0.0002, accuracy: 100.00% | 211:train
2018-12-14 15:00:54,193 | INFO     | End of epoch 9. | 213:train
2018-12-14 15:00:54,365 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-150007/saves_char_lstm_classifier/model.ckpt-567 | 217:train
